Time,event_id,event_type,abstract,safety,event_narrative
4/27/2010,2838,Exploration Systems,"The effects of soft goods (environmental seals, pressure seals, thermal barriers, etc.) were not fully considered during the design of several of the orbiter mechanical systems. During rerigging efforts at KSC, it was not possible to meet all the requirements in the drawings/specifications because much of the initial rigging was done without the installation of these soft goods. Loads induced by the soft goods prevented the mechanisms from operating within the required ranges. This was most evident during the rerigging of OV-103ês landing gear after the Columbia accident. The design process should ensure that the loads of soft goods are understood and considered. Also, field rigging specifications should be developed to allow for rework of the system postdelivery.",FALSE,"There were no requirements to verify the seal compression. Proper compression was assumed based on meeting the door-to-structure flushness requirement. There was also no requirement to verify the height of the seals. There was a postflight visual inspection only.<br/> 
<br/>
Attempts to adjust the mechanism to obtain the proper seal compression and door position confirmed that the mechanism was not capable of overcoming the loads of the seals and other soft goods without exceeding other parameters of the rigging specification. Ultimately, some parts of the mechanism were instrumented to ensure that the loads in the critical components remained within acceptable limits. In addition, after the STS-114 rerigging effort was complete, small changes in seal or thermal-barrier stiffness (when components were replaced) resulted in unacceptable changes in the door positions. This often resulted in extensive testing and rework in subsequent flows. There were similar problems with other orbiter mechanical systems, including the ingress/egress hatch and External Tank umbilical doors. <br/>
<br/>
 Furthermore, when the system was reworked in the field, it was not always possible to comply with the mechanical rigging specifications. The specs were written from a manufacturing perspective, and often the seals and other Thermal Protection System components were not installed. Following the spec in the field was not always practical because it required that the hardware be returned to the original build configuration. This resulted in partial compliance with the specs and the need for material reviews to document deviations from the spec or out-of-spec conditions."
4/26/2010,2737,Exploration Systems,"While radio frequency (RF) Shuttle Main Engine telemetry data was being recorded during the vehicle ascent phase of STS-123, off-nominal noise in the data stream, combined with the use of a predefined and preset pulse code modulation (PCM) bit synchronizer, invalidated some of the Shuttle Main Engine data. Investigations revealed a deficiency in the telemetry station recording process, which was subsequently resolved by changing the RF data recording format from digital to analog.",FALSE,"Preconfigured, operator-specified bit sync parameters compensate for nominal frequency and bit jitter variations in PCM data, allowing the bit sync to recover data from an imperfect stream. However, RF data is often very noisy and can be further degraded by vehicle exhaust plumes. These factors preclude the effective use of predefined bit sync parameters. To eliminate this problem, RPS started recording the PCM signal in analog (unprocessed) format, eliminating all PCM signal processing and the potential for invalid data."
4/25/2010,2956,Space Operations,"Instead of using commercial off-the-shelf (COTS) equipment to replace the ground instrumentation data acquisition system (Permanent Measurement System [PMS]), NASA and its contractor designed the Ground Measurement System (GMS) in-house. As the result of a technology transfer effort, GMS was manufactured by a commercial vendor. The design of GMS was still undergoing changes during its implementation at the pad. Several components of the system never became fully operational. These complications eventually led the Ground Instrumentation department to replace GMS with a COTS implementation (GMS2/CDAS).",FALSE,"It would have been beneficial to capture the end-userês requirements prior to the design phase. GMS encountered several roadblocks and the need for major design changes during attempts to implement the system. One component of the system, which required many work hours of troubleshooting, never attained full functionality. In addition, one of the advertised benefits of GMS was the ability to locate the signal conditioning and amplifier circuitry near the transducer or measurement device, but this scheme was also fraught with problems and proved extremely hard to implement in the launch environment. Another weakness observed was the lack of continuing support. In this case, designers were involved in several projects and had limited resources available to assist after the system had been turned over to the end user. This problem could have been avoided by using a COTS system."
4/22/2010,2736,Exploration Systems,"The Space Shuttle Orbiter rejects heat from onboard electrical equipment, crew members, and other sources to an independent ground refrigerant loop through an onboard heat exchanger. Ground-provided umbilicals that separate from the spacecraft at launch provide primary loop single-phase coolant to the onboard heat exchanger from the circulation unit located at the base of the launch pad. The collected heat is in turn rejected from this primary coolant loop to a secondary two-phase refrigerant system. This method of heat rejection proved to be unreliable and difficult to control for the ground cooling system operator because the spacecraft heat loads varied. A much more stable, reliable system was put in place when a third intermediate loop was implemented into the ground cooling system with a heating element that allowed the refrigerant loop to operate at a constant set point.",FALSE,"To reject varying spacecraft heat loads prior to launch, circulate a primary loop single-phase refrigerant through the spacecraft-to-ground heat exchanger while maintaining a constant heat load via a heater on a secondary ground loop to a tertiary two-phase refrigeration loop because that makes a more stable and reliable system for ground-cooling equipment than the previously used variable-load system. <br/>
<br/>
The heaters eliminate mechanical load control devices such as hot gas bypass, cylinder unloaders, and desuperheat, and allow the refrigeration loop to operate at one known set point, providing the ability to quickly identify and correct problems."
4/21/2010,3116,Space Operations,"The Space Shuttle Orbital Maneuvering System (OMS) pod rotator (a 5-ton jack screw) was bent on three occasions because of overloading. As a result, Boeing designed a system consisting of two load-sensing pins: one pin for attaching the rotator to the OMS pod lifting fixture and the other for attaching the rotator to the facility attachment point. Each sensing pin is connected to a readout unit to indicate when the rotator is under load or when the rotator load changes between tension and compression. Two load-sensing pins are used for redundancy.",FALSE,"The rotator's screw shaft will bend if the rotator is overdriven. The rotator's screw shaft will also bend if the jack screws of the lifting-fixture pivot shaft are overdriven. The operating personnel used several different indicators to determine when the rotator was unloaded; however, all of the methods depended on feel or sight. Less experienced operating personnel were not always able to make the right call."
4/20/2010,2976,Space Operations,"Due to the high-volume storage of gases at KSC, gas leaks have often gone undetected for long periods. This resulted in significant costs, especially when there have been leaks in the gaseous helium (GHe) system. To detect a leak suspected in a large interconnected system such as the GHe system, subsystems must be incrementally isolated to narrow the leak down to a particular area for more focused, detailed inspections. This entails significant time and effort and, because outages in real time are required, also adds to the processing time.  New designs or upgrades to the KSC pneumatic systems should incorporate a strategy for detection and quick isolation of gas leakages.",FALSE,"The event described above is only one recent example of several GHe leak events that have occurred over the duration of the Shuttle program. Some of the known leak incidences have cost as much as $200,000 for a single event.  Over the long term of a program, significant savings could be achieved by better detection of gas leakages. For inert gases such as GN2, system leak detection working in conjunction with O2 monitoring systems, could also aid in safety enhancements."
4/20/2010,3177,Space Operations,"This lesson learned addresses the development and evolution of a test technique for revalidating the Space Shuttle Orbiter Main Propulsion System (MPS) during ground turnaround operations between flights. This test technique, the Helium Signature Test, is an end-to-end leak check of the entire MPS and serves as a final validation of flightworthiness. A test such as the Helium Signature Test can be used for any enclosed hazardous system with a control volume to ensure overall system integrity before the hazardous medium is introduced.",FALSE,"While point leak checks of individual threaded, flange, brazed, and welded joints are important validations of joint integrity for new and not-yet-validated joints, as well as good interval checks of the health of these components, they do not cover all possible sources of propellant leakage. Fatigue or wear during a previous flight or damage during ground processing could result in leakage from a component that was not leak-checked, or that was leak-checked before the damage occurred. An overall system leak check performed as close as possible to aft fuselage closeout for flight gives the best confidence that the system is ready to support safe flight. 
<br/><IMG  WIDTH=""745""  ALT=""Drawing of shuttle engine nozzle leak check points of individual threaded, flange, brazed and welded joints""  TITLE=""Drawing of shuttle engine nozzle leak check points of individual threaded, flange, brazed and welded joints""  SRC=""/llis_lib/images//1030719main_Point%20leak%20checks%20of%20individual%20welded%20joints.JPG""  HEIGHT=""916""  ALIGN=""Bottom""  BORDER=""0"" />"
4/19/2010,3016,Exploration Systems,"The processing of flight hardware requires the ability to track and account for thousands of individual parts in real time. Faster, more accurate processing and documentation can be achieved by applying a unique and intelligent bar-code label to each part, and tracking the parts in a central database. Travelers/part tags can be machine-printed and attached to parts so they can be tracked as they are removed, inspected, stored, recalled, and reinstalled.",FALSE,"The discrepancies noted during return-to-flight processing included difficulty in producing a legible ID with rubber stamps and ink; illegible part/serial/order control numbers; human error in reading part/serial/order control numbers whether legible or not; and human error in transcribing part/serial/order control numbers onto paperwork. Other problems were noted, including time-consuming efforts in inventory control and reporting functions; mundane repetitive accountability procedures; the need for more stringent requirements for accuracy and quality control; and problems with configuration control and documentation control. <br/>
<br/>
The lesson learned from this experience was that entering data by visual observation and handwritten entries produced numerous errors; but by bar-coding parts, a database can be built and used for easy processing of thousands of parts. Travelers can be printed with preloaded information from the database in lieu of making visual observations and hand entries. <br/>
<br/>
Some advantages gained from bar coding and tracking were; 
  Reduced cost (fewer installation mistakes per configuration and fewer installation man-hours)   
   Improved accountability of hardware from removal through installation during processing (better logistic accountability and elimination of delays for configuration verification)    
  Improved installation of parts (for multiple items) by bar-coding the part and its location with the same bar code number  
  Improved efficiency _ rather than being retrieved from a random handwritten log, with the Parts To Go function, parts can be retrieved from a sorted list (arranged by vehicle zone, installation drawing, or any manner the technician might choose)    
   Reduced need for paperwork to correct configuration discrepancies (errors in entering, reading, or transcribing part/serial/order control numbers)    
   Reduced human error (in installation, reading ID labels, location, storage, and typographical errors)   
   Use of common software to support both the TCS tracking system and Carrier Panel Tracking System.    </ul>"
4/12/2010,2616,Aeronautics Research,"Design decisions made early in a programês development can significantly affect the operational efficiency of the delivered vehicle. There seems to have been a lack of appreciation of this fact within the space launch vehicle design community in the past, and specifically from the performance-oriented design disciplines. There is a need to define the operational implications of top-level design choices on operationally driven Figures of Merit (FOM) in the conceptual or Pre-Phase A/Phase A stage of design. At this critical stage, top-level parameters are being traded against each other in order to achieve an initial converged (and possibly optimized) design point. By doing this, it may be possible to incorporate considerations from lessons learned from operational experience into future designs. <br/>
<br/>
Specific Design for Operations approaches for future reusable launch systems are included in the attached paper.",TRUE,"Processing requirements that increased the cost of the Space Shuttle Program can be directly traced to the selection of subsystems in the architecture. Because choices were made without sufficient consideration given to how a particular design approach could improve the operability of the launch system, the optimistic predictions for the Shuttleês flight rate and processing requirements did not materialize."
4/8/2010,3316,Science,"Locksets for construction projects should be chosen based on what is being used at the project's location/center, rather than assuming that what is being at the home center will suffice.",FALSE,"Locksets for construction projects should be chosen based on what is being used at the project's location/center, rather than assuming that what is being used at the home center will suffice. Schlage core locksets should be specified during the design phase for projects at VAFB as directed by the users, rather than the Best core locksets used at KSC."
4/8/2010,2716,Exploration Systems,"TCS blankets by nature have a close and critical dimensional relationship to the surrounding hardware they are insulating. Blankets were installed incorrectly over the Purge Vent Drain (PVD) lines in the Forward Reaction Control System (FRCS). Incorrect installation allowed the blankets to billow toward the Xo 378 bulkhead vents, restricting venting of the FRCS cavity.",FALSE,"The interface between TCS blankets and their associated hardware needs to be clearly and unambiguously documented on the installation drawings so that blankets perform as designed without unintended interferences or blockages particularly related to cutouts and openings. System operators need to understand how all the pieces fit together so that each team member appreciates how their contribution affects the integrated system. 
<br/><IMG  WIDTH=""577""  ALT=""FRC3 Blanket as installed at HMF prior to incident.""  TITLE=""FRC3 Blanket as installed at HMF prior to incident.""  SRC=""/llis_lib/images//1028461main_FRC3Blanketoverlines.JPG""  HEIGHT=""419""  BORDER=""0"" />
<br/><span class=""detailImageDesc"">FRC3 Blanket as installed at HMF prior to incident.</span>
<br/><IMG  WIDTH=""577""  ALT=""LH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121, blanket has fallen back towards vent.""  TITLE=""LH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121, blanket has fallen back towards vent.""  SRC=""/llis_lib/images//1028462main_103LHVentPartiallyBlockedbyblanket.JPG""  HEIGHT=""542""  BORDER=""0"" />
<br/><span class=""detailImageDesc"">LH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121</span>
<br/><IMG  WIDTH=""577""  ALT=""RH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121, blanket has fallen back towards vent.""  TITLE=""RH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121, blanket has fallen back towards vent.""  SRC=""/llis_lib/images//1028463main_103RHVentPartiallyBlockedbyblanket.JPG""  HEIGHT=""492""  BORDER=""0"" />
<br/><span class=""detailImageDesc"">RH FRC3 Blanket in relationship to FRCS Cavity Bulkhead PVD vent post STS-121</span> <br/> <br/><br/><br/>Click the icon to view a brief video of this lesson <A HREF=""https://nen.nasa.gov/llis_lib/media//1028471main_ProcessControlVideo.wmv"" target=""_self""  ><IMG  WIDTH=""42""  SRC=""/llis_lib/images/1015420main_windows_media_player_icon.gif""  HEIGHT=""42""  ALIGN=""Bottom""  BORDER=""0"" /></A>"
4/6/2010,3396,Science,"Although the Dawn IPS was planned for the most part as a built-to-print inheritance of the DS1 design, the Dawn project encountered significant cost and schedule escalation and technical difficulties. The IPS contractor suffered from management instability and from capabilities lost over the 6-year lag between the two projects. For relatively novel technologies, it may be necessary to re-qualify the capabilities of the contractor as well as re-qualifying the design for the new mission application.",FALSE,"Although the Dawn IPS design concept was fundamentally sound and flight worthy (Reference (2), p. 141), JPL experienced significant cost escalation (Figures 3 and 4) and technical difficulties in implementing the design.

<br/><br/><CENTER>  <TABLE BORDER=0>
     
<IMG  WIDTH=""400""  ALT=""Figure 3 is a bar chart, with 5 bars across the X-axis for each of 8 Dawn cost activities. The chart demonstrates, for each cost activity, that cost estimates increased as the project moved from CSR to stat of Phase B, to start of Phase C/D, to ETC, to the final actual IPS project cost.""  TITLE=""Figure 3 is a bar chart, with 5 bars across the X-axis for each of 8 Dawn cost activities. The chart demonstrates, for each cost activity, that cost estimates increased as the project moved from CSR to stat of Phase B, to start of Phase C/D, to ETC, to the final actual IPS project cost.""  SRC=""/llis_lib/images/1032577main_2010-04_Dawn_IPS_Fig3_small.jpg""  HEIGHT=""283""  BORDER=""0"" /><FONT COLOR=""#FFFFFF"">....................</FONT>          <IMG  WIDTH=""400""  ALT=""Figure 4 is a line chart over time from October in FY03 to August in FY07. The actual IPS workforce line closely matched the lines for the Phase B plan and Phase C/D plan, until about June 2004. After that date, the Phase C/D Plan line begins to parallel the Phase B Plan line, but at about 5 FTEs higher. However, the Actual line begins to slope sharply upward until it levels off around April 2007 at about 63 FTEs as compared to a high for the Phase C/D Plan line of about 39 FTEs.""  TITLE=""Figure 4 is a line chart over time from October in FY03 to August in FY07. The actual IPS workforce line closely matched the lines for the Phase B plan and Phase C/D plan, until about June 2004. After that date, the Phase C/D Plan line begins to parallel the Phase B Plan line, but at about 5 FTEs higher. However, the Actual line begins to slope sharply upward until it levels off around April 2007 at about 63 FTEs as compared to a high for the Phase C/D Plan line of about 39 FTEs.""  SRC=""/llis_lib/images/1032595main_2010-04_Dawn_IPS_Fig4_small.jpg""  HEIGHT=""271""  ALIGN=""Bottom""  BORDER=""0"" />     
     <CENTER><span class=""detailImageDesc"">  Figure 3.   Cost growth by major Dawn IPS activity.</span></CENTER>         <CENTER><span class=""detailImageDesc"">  Figure 4.   Cumulative Dawn IPS workforce.</span></CENTER>     
</TABLE> </CENTER>"
4/5/2010,3457,Exploration Systems,The time-sensitive nature of commercial-off-the-shelf (COTS) configuration changes such as the application of routine security patches and vendor updates/upgrades could not be effectively managed using the time-consuming configuration management practices typical of a custom environment. Systems that use both COTS and custom hardware and software products must adopt configuration management practices that effectively address the unique requirements of both product categories.,FALSE,"Change processing/configuration management practices designed for a custom environment are often not appropriate to the management of COTS assets. Specifically, the requirement for more rapid and more frequent configuration changes in a dynamic COTS environment may not be effectively addressed, which could lead to a reduction in the capability, security, and overall value of the COTS products. Examples include the application of routine security patches and vendor updates/upgrades of both software and hardware products."
3/31/2010,2556,Aeronautics Research,"Space Shuttle processing operations were significantly more complicated and costly than planned in the original concept of operations because operational requirements were not defined sufficiently during the programês development phase. The program concentrated on developing performance requirements but not requirements related to operational considerations. <br/>
<br/>
Attached is a Space Shuttle lessons learned presentation.",TRUE,"Space Shuttle processing operations were significantly more complicated and costly than planned in the original concept of operations because operational requirements were not defined sufficiently during the programês development phase. The program concentrated on developing performance requirements but not requirements related to operational considerations. Moreover, the Shuttle design organizations were not held responsible for operational costs that would be incurred, and there were very few incentives for development contractors to incorporate operational considerations into their designs."
3/31/2010,2676,Space Operations,"A logistics team of USA, NASA and MIT performed a study to look at current NASA Space Flight Programs (Space Shuttle and International Space Station) logistics practices.   This team documented current practices areas of concerns and recommendations for future programs.  Their Logistics Lessons Learned are documented in a NASA report, number NASA/TP-2006-214203.  This report contains 300 lessons learned pertaining to NASA Space Flight Logistics.   The report is attached.
<br/>
<br/>",FALSE,"The report documents five areas of concern for the Shuttle Program:
<br/>1.  Fragmented databases between the various logistics functions resulting in redundancies and errors
<br/>2.  Real-Time awareness of system health and logistics inventory levels is challenging
<br/>3.  The Shuttle logistics processes are overly complex and bureaucratic
<br/>4.  Current logistics practices with NASA are structured along program/project lines leading to inefficiencies  
<br/>"
3/31/2010,3378,Exploration Systems,"Some Space Shuttle application software displays were not properly tested to make certain that there were no nonvisible command points. If a user unknowingly selected one of these nonvisible command points, the software would begin behaving in unexpected ways. Automated tools should be used to ensure all areas of the display are tested.",FALSE,"The displays and keyboard commands were not thoroughly tested prior to release. The software developers did not test for all unexpected keyboard commands or for selection of all command points on the display where there are no command points displayed (e.g., blank areas of the display)."
3/31/2010,3376,Exploration Systems,Multiple problems were uncovered with a launch display application software program. Inadequate unit and integrated software testing can result in delivering a poor quality product.  It is important to match the software test configurations to the operational environment and scenarios in which they will be used to verify the full nature of the software changes being implemented.,FALSE,"Even though the software developer was experienced, the established software development process was not followed, and the application software was not adequately tested before delivery."
3/30/2010,2536,Aeronautics Research,"A routine in-flight MRO spacecraft sequence placed the HiRISE instrument in an attitude where the sunshade was shaded for an extended period. This unexpectedly caused the sunshade to drop below the allowable flight temperature, where thermal stress could damage the structure. Due to budget pressures, the instrument contractor had failed to update the integrated spacecraft thermal model to reflect changes to the thermal blanket design. Systems with a complex thermal design, like HiRISE, require an accurate and up-to-date thermal model.",FALSE,"The in-flight thermal performance of systems with a complex thermal design, like HiRISE, is difficult to predict and requires an accurate and up-to-date thermal model. Had the thermal model been updated, the ramifications of the blanket design change would have been recognized."
3/24/2010,2496,Aeronautics Research,"On two simultaneous sounding rocket missions, science instrument high voltage power supplies experienced in-flight failure. A subsequent investigation discovered that the OHMITE Maxi-Mox series resistors in the power supply circuitry have a hollow core, which, during the rapid ascent of the sounding rocket, did not have sufficient time to properly vent. This resulted in coronal arcing in the resistor and subsequent failure of the power supplyês feedback op-amp. It is recommended that hollow core resistors only be used in situations where they are given sufficient time to reach vacuum prior to high voltage being applied.",FALSE,"The Maxi-Mox resistors could be used in space flight if a sufficiently long interval is allowed for the cavity in the core to reach vacuum; however, because the pump-out rate varies from resistor to resistor, the point at which the arcing occurs on the resistor is indeterminate and, therefore, these resistors are not suitable for use on sounding rockets or space flight applications where a long pump out is not feasible. This issue is only on the Maxi-Mox series; the Slim-Mox and Mini-Mox series are solid core resistors and do not suffer this problem."
3/23/2010,2476,Science,"When flight scripts developed independently by project personnel are not placed under configuration control early enough in flight software development, multiple versions of the scripts tend to proliferate and cause confusion and delays. The MER, Juno, and GRAIL projects demonstrated the utility of placing flight scripts under change control prior to ORT.",FALSE,"Project attention to the configuration control of flight scripts is likely to prevent the generation of unnecessary software iterations, improve the rigor of mission system engineering processes, and ensure consistency in the test and operations environments."
3/12/2010,2576,Aeronautics Research,"A maintenance technician was injured during an incident involving a NASA helicopter. On Tuesday, 29 September 2009, NASA helicopter N418NA was undergoing a routine postflight engine rinse. The helicopter was positioned on a ground handling transporter with a deck 18 inches above the ground. As one maintenance technician (acting as fire guard) stood on the transporter in front of the right-side engine cowling, another maintenance technician in the right front seat of the helicopter initiated the engine start sequence to dry the engine following the rinse. During the engine start sequence, the main and tail rotor blades began to turn as the engine spooled up. This is a normal occurrence. Above Flight Idle the helicopter began to rotate nose-left, tail-right. Sensing the helicopter's movement, the maintenance technician acting as fire guard jumped off the transporter and ran toward the hangar in an attempt to evade the tail boom/tail rotor. He fell to the ground scraping his left arm, face, and torso.",TRUE,The primary lesson learned from the helicopter mishap was the formalization of seemingly mundane tasks such as washing a helicopter and to require qualified helicopter pilots to perform engine runs.
3/2/2010,2516,Science,"NASA performed a reconstruction of the EDL data from Mars Phoenix for the purpose of improving the accuracy of the prediction tools and environmental models and addressing some questions about the actual flight performance during this mission phase. These findings should be applied to the design of future systems and missions, and a practice of performing EDL reconstruction should be established.",FALSE,"Following a successful planetary landing, the balance of mission resources is devoted principally to assuring successful surface operations. However, unless an analysis of system performance during the critical EDL mission phase is undertaken, it may be difficult later to reconstruct EDL performance data that may be critical to the success of future missions."
2/28/2010,6356,Human Exploration and Operations,,FALSE,The technology exists that would allow the design of human rated space vehicles to be pogo free during all phases of powered flight.
2/16/2010,2456,Aeronautics Research,"A shipping container holding test equipment for the Aquarius project fell off the lift gate while it was being unloaded from a truck, and caused minor injuries to personnel. The root cause was inadequate planning and coordination of the transportation task. Use trained and certified personnel and equipment for critical equipment moves, perform a dry run of the operation, ensure that System Safety is informed and involved, and integrate contingency planning into transportation plans.",TRUE,"Although, the likely proximate cause of the Aquarius EGSE transportation mishap was operator error by the contracted van driver operating the lift gate, the root cause was inadequate planning and coordination of the transportation task."
2/4/2010,2356,Exploration Systems,"Chiller coils that were newly installed at Vandenberg Air Force Base (VAFB) were corroding, even though a special coating had been applied to extend the life of the coils. Tests indicated that the copper coils had not been cleaned properly before the coating was applied. The coils were removed and shipped to the coating factory so that they could be cleaned and coated again. During cleaning, it was found that the coils had been manufactured using a silicone release agent that was not being properly removed by the acid bath. New coils were manufactured, and the proper release agent was used. The new coils were cleaned, coated according to the specifications, and installed.",FALSE,"When tests were performed to determine why newly installed chiller coils were corroding, there were signs that the copper coils had not been cleaned properly before being coated. The coating itself was fine, but there was flaking because the coating did not stick. Because of the environmental restrictions at VAFB, the parties involved decided to ship the coils back to the coating factory in Bakersfield, CA, where they would be cleaned and coated again without being completely removed from the chiller unit. The cleaning process proved to be too acidic and was halted. The unit was sent back to the site and reinstalled until further investigation could be done on the coils. The manufacturer of the chiller units investigated its coil supplier and found that they had begun using a new supplier who used a silicone release agent that was not properly removed by the acid bath. This was the reason the coating did not adhere properly.<br/>
<br/> New coils were manufactured, and the proper release agent was used. The new coils were cleaned and coated in accordance with the specifications. The original coils were removed, and the new coils installed onsite. The chiller was tested again, and to date, there are no signs of corrosion on the new coils. 
<br/>"
2/2/2010,6056,Space Operations,STS-114 experienced a very low Fuel Bias which lead to an investigation regarding possible causes. One item that was reviewed was the effect that LO2 purity would have on Space Shuttle Main Engine (SSME) performance. Investigation yielded large differences between LO2 purity requirements between Stennis Space Center (SSC)  and Kennedy Space Center (KSC) and that LO2 purity was not accounted for in overall performance predictions. It was also identified that the current LO2 purity requirements were not adequate with the use of Flight Derived Dispersions to protect for an abnormally low LO2 purity day.,FALSE,"      By ensuring adequate LO2 purity, the likelihood of an LO2 Level Cut Off (LLCO) was drastically reduced due to off-nominal engine performance. 
      By knowing LO2 purity prior to launch, the ability to hold back APM to offset for a low LO2 purity day was also achieved.       "
1/1/2010,6577,Aeronautics Research,"Ensuring the preservation and performance of lean project teams requires streamlined processes, access to critical as-needed expertise, stress relieving considerations, and personnel recognition.",FALSE,"      The PMês performance, as a multi-rolled, lean team member and leader, and hence the Projectês success were aided by: 

<ol type=""a"">
   Having experience in each of the roles he was performing 
      A seasoned team that did not require much PM oversight 
      A well understood set of roles and responsibilities to eliminate task drop outs 
      A streamlined set of project processes (i.e., reduced reporting)
      A highly communicative and trusting team environment
      Access to –as-needed” expertise in the areas he was covering      


     Projects that are extremely streamlined are dependent, to an unknown degree, on the personal surge capacity of its team members 
<ol type=""a"">
  This is a personal characteristic that is very difficult to measure or estimate 
      Past history may be an indicator of an individualês capability and desire to occasionally put in surge efforts to meet work objectives      
     "
12/15/2009,2256,Science,"As the desired crack detection size is decreased and approaches the physical limitations of liquid penetrant inspection techniques, the approach of performing a probability of detection (POD) validation test at a single aspect ratio, and then extending the results to other aspect ratios based on equivalent area predictions may not be valid. POD testing for penetrant inspection of metallic pressure vessels and COPV liners should be performed at the bounds of the required range of crack aspect ratios.",FALSE,"Performing a probability of detection (POD) validation test at a single aspect ratio, and then extending the results to other aspect ratios based on equivalent area predictions may not be valid."
12/15/2009,2316,Aeronautics Research,"Maintaining an engineering requirements management database is especially challenging when there are multiple, geographically dispersed, project participants, but JPL has been successful in exchanging data and accommodating incompatibilities. If project partners are to share use of a project requirements management database on a remote server, consult the administrators of the requirements management tool on process compatibility at the beginning of the project, and follow established procedures.",FALSE,"Maintaining an engineering requirements management database is challenging when there are multiple, geographically dispersed, project participants, but JPL has been successful in exchanging data and accommodating incompatibilities."
11/24/2009,2217,Aeronautics Research,"When NASA contractors and suppliers must host consecutive visits by auditors from different NASA Centers, it may prove unduly burdensome to supplier facility management and promote an inefficient NASA supplier surveillance process. Continue to maintain a master schedule of onsite audits planned by the various NASA Centers.",FALSE,Coordination between NASA Centers to allow the scheduling of joint onsite supplier audits may alleviate an unnecessary burden to the supplier and improve the efficiency of the NASA contract monitoring process.
11/13/2009,2176,Aeronautics Research,"NASAês FAST program provides selected projects with an opportunity to experience reduced-gravity conditions for 20-to-30-second intervals in an aircraft flying repeated parabolic trajectories. Proposals were solicited in January of 2009 for technologies that could benefit from testing in this space environment. Six KSC-related projects were selected to fly in August of 2009.<br/>
<br/>
Projects were responsible for transporting their test equipment to the flight locations, verifying their test equipment was flightworthy, and staffing their experiments during flight. Personnel participating in the flights had to undergo training and meet certain medical criteria. <br/>
<br/>
Although all the experiments were executed without any problems, subsequent discussions revealed areas of improvement that could be incorporated into future planning. These suggestions included preparing a list of flight-qualified participants that could be called in case the scheduled people could not carry out their assigned duties and having a central point of contact between each Center and HQ to prevent duplication of effort if multiple projects were coming from one NASA center.
 <br/>",FALSE,"Developing and maintaining a flight-qualified participant list would have been very useful in case a planned experiment team member was not able to take part. With an available qualified participant list, the experiment team would have an opportunity to quickly reference the list and select an alternate member to assume the duties and responsibilities of the original participant. <br/>
<br/>
Another lesson learned was that it would be advantageous to have a single point of contact for a NASA Center with multiple experiments flying. This single point of contact could facilitate the logistics of experiment flight-readiness, transportation, and could maintain the qualified participant list. This would reduce or eliminate a duplication of effort when multiple experiment teams are trying to independently accomplish the same things.<br/>
<br/>"
11/10/2009,2257,Science,"The February 2009 OCO mission failed to attain orbit aboard a Taurus launch vehicle, and the OCO satellite payload was lost. A mishap investigation board identified four potential causes that could have led to the failure: (1) failure of the Frangible Joint Subsystem, (2) insufficient electrical current to initiate the ordnance devices, (3) insufficient pressure supplied by the fairing pneumatic system, and (4) snagging of the Flexible Confined Detonating Cord. The board provided 11 related recommendations.",TRUE,"See ""Recommendations"""
11/3/2009,2419,Aeronautics Research,"The Aquarius reflector was damaged by over-testing during a 2007 test in the JPL acoustic test chamber. The root cause was attributed to a procedural deviation, and the proximate cause was identified as a test control system safing feature that did not activate. This may have been affected by the procedural deviation, but more likely resulted from test control software that had not been updated to the current version. The Aquarius Special Review Board issued a set of recommendations that may help to avoid future over-test incidents.",TRUE,"See ""Recommendations"""
11/2/2009,2156,Science,Missions that have a high data rate and/or high daily volume should consider the use of the RENS to transfer data from the control center to remote sites.,FALSE,Use RENS to transfer science data whenever possible.
11/2/2009,2157,Science,"When conducting any type of compatibility testing, no matter how repetitive, it is important to always follow written procedures and best engineering practices even though those procedures have been run many times before. Not paying attention to detail and losing track of the hardware configuration can lead to confusion and a complete failure of the test.",FALSE,"If conducting RF compatibility testing in the U.S., adequate planning must be done to prevent the problems that were encountered with shipping, outdated equipment, configuration control of test procedures and equipment, troubleshooting, and assigned responsibilities. 
</br>   
If conducting the same testing overseas, the following feasibility study could be performed: If there is another satellite operating with the same transponder and telemetry system as the one being tested, the ground station could track the orbiting spacecraft to provide data for the characterization of the downlink telemetry performance and to verify station configuration and telemetry data handling in support of the test spacecraft. This was done to finalize the incomplete RF Compatibility Test for Solar-B."
11/2/2009,2158,Science,"When a project plans to reuse existing metrology software for a new application, a thorough independent review of the software and its new interfaces should be conducted.",FALSE,Reuse of critical metrology software for optics fabrication requires thorough independent review and formal documentation.
